품목번호,관세율구분,관세율,단위당세액,기준가격,적용국가구분,용도세율구분,적용개시일,적용만료일,관세율구분값,국가
8501311090,A,8,,,1,,20200101,20201231,기본세율,all
8501510000,A,8,,,1,,20200101,20201231,기본세율,all
8504409011,A,8,,,1,,20200101,20201231,기본세율,all
8516800000,A,8,,,1,,20200101,20201231,기본세율,all
8534002000,A,0,,,1,,20200101,20201231,기본세율,all
8536691000,A,8,,,1,,20200101,20201231,기본세율,all
8539491010,A,3,,,1,A,20200101,20201231,기본세율,all
8543709090,A,8,,,1,,20200101,20201231,기본세율,all
8544200000,A,8,,,1,,20200101,20201231,기본세율,all
8545190000,A,5,,,1,,20200101,20201231,기본세율,all
8545909000,A,8,,,1,,20200101,20201231,기본세율,all
8716809000,A,8,,,1,,20200101,20201231,기본세율,all
9002909010,A,3,,,1,,20200101,20201231,기본세율,all
9002909090,A,8,,,1,,20200101,20201231,기본세율,all
9011809000,A,8,,,1,,20200101,20201231,기본세율,all
9012101010,A,8,,,1,,20200101,20201231,기본세율,all
9012101090,A,8,,,1,,20200101,20201231,기본세율,all
9013200000,A,8,,,1,,20200101,20201231,기본세율,all
9013809000,A,8,,,1,,20200101,20201231,기본세율,all
9022192000,A,8,,,1,,20200101,20201231,기본세율,all
9025191000,A,8,,,1,,20200101,20201231,기본세율,all
9026101000,A,8,,,1,,20200101,20201231,기본세율,all
9026209000,A,8,,,1,,20200101,20201231,기본세율,all
9027100000,A,8,,,1,,20200101,20201231,기본세율,all
9027509000,A,8,,,1,,20200101,20201231,기본세율,all
9028201090,A,8,,,1,,20200101,20201231,기본세율,all
9029109000,A,8,,,1,,20200101,20201231,기본세율,all
9030310000,A,8,,,1,,20200101,20201231,기본세율,all
9030331000,A,8,,,1,,20200101,20201231,기본세율,all
9030820000,A,8,,,1,,20200101,20201231,기본세율,all
9030890000,A,8,,,1,,20200101,20201231,기본세율,all
9030901000,A,8,,,1,,20200101,20201231,기본세율,all
9030909000,A,8,,,1,,20200101,20201231,기본세율,all
9031419000,A,8,,,1,,20200101,20201231,기본세율,all
9031499000,A,8,,,1,,20200101,20201231,기본세율,all
9031809070,A,8,,,1,,20200101,20201231,기본세율,all
9031901010,A,8,,,1,,20200101,20201231,기본세율,all
9403209000,A,8,,,1,,20200101,20201231,기본세율,all
2812190000,C,5.5,,,1,,20200922,20201231,WTO협정세율,all
2812902000,C,5.5,,,1,,20200922,20201231,WTO협정세율,all
2812909000,C,5.5,,,1,,20200922,20201231,WTO협정세율,all
2814100000,C,5,,,1,,20200922,20201231,WTO협정세율,all
2843301000,C,5.5,,,1,,20200922,20201231,WTO협정세율,all
2923900000,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3208201030,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3405400000,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3701991000,C,0,,,1,,20200922,20201231,WTO협정세율,all
3707901010,C,0,,,1,,20200922,20201231,WTO협정세율,all
3814002110,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3818001000,C,0,,,1,,20200922,20201231,WTO협정세율,all
3824997100,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3919900000,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3923100000,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3926901000,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
3926909000,C,6.5,,,1,,20200922,20201231,WTO협정세율,all
7006009000,C,13,,,1,,20200922,20201231,WTO협정세율,all
7020001019,C,13,,,1,,20200922,20201231,WTO협정세율,all
7115901090,C,13,,,1,,20200922,20201231,WTO협정세율,all
7326909000,C,13,,,1,,20200922,20201231,WTO협정세율,all
7407100000,C,13,,,1,,20200922,20201231,WTO협정세율,all
7616999090,C,13,,,1,,20200922,20201231,WTO협정세율,all
8108909000,C,10,,,1,,20200922,20201231,WTO협정세율,all
8202392010,C,13,,,1,,20200922,20201231,WTO협정세율,all
8414599000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8421219020,C,13,,,1,,20200922,20201231,WTO협정세율,all
8421399029,C,0,,,1,C,20200922,20201231,WTO협정세율,all
8421399091,C,0,,,1,,20200922,20201231,WTO협정세율,all
8424891000,C,0,,,1,C,20200922,20201231,WTO협정세율,all
8456900000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8479899099,C,13,,,1,,20200922,20201231,WTO협정세율,all
8481100000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8481202000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8481300000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8481801010,C,13,,,1,,20200922,20201231,WTO협정세율,all
8481801030,C,13,,,1,,20200922,20201231,WTO협정세율,all
8486102000,C,0,,,1,C,20200922,20201231,WTO협정세율,all
8486103090,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486105010,C,0,,,1,C,20200922,20201231,WTO협정세율,all
8486109000,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486202100,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486203000,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486204000,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486206020,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486206091,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486206099,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486207000,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486208410,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486209200,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486209310,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486209500,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486209900,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486401010,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486401030,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486401040,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486401090,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486402010,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486402031,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486402040,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486402070,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486402091,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486402099,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486403010,C,0,,,1,,20200922,20201231,WTO협정세율,all
8486403090,C,0,,,1,,20200922,20201231,WTO협정세율,all
8504409011,C,0,,,1,C,20200922,20201231,WTO협정세율,all
8516800000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8534002000,C,0,,,1,,20200922,20201231,WTO협정세율,all
8536691000,C,0,,,1,C,20200922,20201231,WTO협정세율,all
8539491010,C,13,,,1,,20200922,20201231,WTO협정세율,all
8543709090,C,13,,,1,,20200922,20201231,WTO협정세율,all
8545190000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8545909000,C,13,,,1,,20200922,20201231,WTO협정세율,all
8716809000,C,13,,,1,,20200922,20201231,WTO협정세율,all
9002909010,C,0,,,1,,20200922,20201231,WTO협정세율,all
9002909090,C,0,,,1,,20200922,20201231,WTO협정세율,all
9011809000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9012101010,C,0,,,1,,20200922,20201231,WTO협정세율,all
9012101090,C,0,,,1,,20200922,20201231,WTO협정세율,all
9013200000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9013809000,C,13,,,1,,20200922,20201231,WTO협정세율,all
9022192000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9025191000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9026101000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9026209000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9027100000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9027509000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9028201090,C,9,,,1,,20200922,20201231,WTO협정세율,all
9029109000,C,8,,,1,,20200922,20201231,WTO협정세율,all
9030310000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9030331000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9030820000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9030890000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9030901000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9030909000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9031419000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9031499000,C,0,,,1,,20200922,20201231,WTO협정세율,all
9031809070,C,1.3,,,1,,20200922,20201231,WTO협정세율,all
9031901010,C,0,,,1,,20200922,20201231,WTO협정세율,all
9403209000,C,0,,,1,,20200922,20201231,WTO협정세율,all
3919900000,C3,0,,,1,A,20200922,20201231,WTO협정세율(선택10),all
3923100000,C3,0,,,1,,20200922,20201231,WTO협정세율(선택10),all
8479899099,C3,0,,,1,,20200922,20201231,WTO협정세율(선택10),all
8543709090,C3,0,,,1,,20200922,20201231,WTO협정세율(선택10),all
9031809070,C3,0,,,1,,20200922,20201231,WTO협정세율(선택10),all
2812190000,E1,2.5,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
2812902000,E1,3.9,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
2814100000,E1,0.7,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
3208201030,E1,4.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
3405400000,E1,4.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
3701991000,E1,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
3707901010,E1,0.8,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
3814002110,E1,4.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
3824997100,E1,4.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
7020001019,E1,5.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
7115901090,E1,5.4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
7326909000,E1,5.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8421219020,E1,2,,,2,A,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8421399091,E1,2.9,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8424899000,E1,6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8479899050,E1,5.4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8479899099,E1,5.4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8481100000,E1,6.2,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8481202000,E1,5.2,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8481300000,E1,6.2,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8481801010,E1,4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8481801030,E1,4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8539491010,E1,2,,,2,A,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8545190000,E1,2.5,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8545909000,E1,4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
8716809000,E1,5.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9002909010,E1,2.1,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9012101090,E1,1.4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9013200000,E1,1.4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9013809000,E1,5.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9022192000,E1,1.5,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9029109000,E1,5.6,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9030310000,E1,2.3,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9030331000,E1,2.3,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9030820000,E1,2.3,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9030890000,E1,2.3,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9030909000,E1,2.3,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9031809070,E1,2.8,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(일반),한국 중국 인도 스리랑카 라오스 방글라데시
9027100000,E1A1,1.5,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(선택1),한국 중국 인도 스리랑카 라오스 방글라데시
9031499000,E1A1,1.4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(선택1),한국 중국 인도 스리랑카 라오스 방글라데시
9027100000,E1A2,1.4,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(선택2),한국 중국 인도 스리랑카 라오스 방글라데시
9031499000,E1A2,1.3,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(선택2),한국 중국 인도 스리랑카 라오스 방글라데시
2814100000,E2,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(방글라데시),방글라데시
3926901000,E2,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(방글라데시),방글라데시
3926909000,E2,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(방글라데시),방글라데시
8545909000,E2,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(방글라데시),방글라데시
2814100000,E3,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(라오스),라오스
3926901000,E3,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(라오스),라오스
3926909000,E3,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(라오스),라오스
8545909000,E3,0,,,2,,20200101,20201231,아시아ㆍ태평양 협정세율(라오스),라오스
8421399091,F,5,,,1,,20200101,20201231,국제협력관세,all
8479899099,F,5,,,1,,20200101,20201231,국제협력관세,all
9013809000,F,5,,,1,,20200101,20201231,국제협력관세,all
9022192000,F,8,,,1,,20200101,20201231,국제협력관세,all
9027100000,F,5,,,1,,20200101,20201231,국제협력관세,all
9031499000,F,5,,,1,,20200101,20201231,국제협력관세,all
2812190000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
2812902000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
2812909000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
2814100000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
2843301000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
2923900000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3208201030,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3405400000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3701991000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3707901010,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3814002110,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3818001000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3824997100,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3919900000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3923100000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3926901000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
3926909000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
6815990000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
7006009000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
7020001019,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
7115901090,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
7326909000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
7407100000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
7616999090,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8108909000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8202392010,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8414599000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8421219020,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8421399029,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8421399091,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8424891000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8424899000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8456900000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8479899050,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8479899099,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8481100000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8481202000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8481300000,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
8481801010,FAS1,0,,,2,,20200101,20201231,한ㆍ아세안 FTA협정세율(선택1),브루나이 캄보디아 인도네시아 라오스 말레이시아 미얀마 필리핀 싱가포르 태국 베트남
